kljuc;naziv
6;PROIZVODNJA, GOTOVI PROIZVODI, ROBA I DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI
60;PROIZVODNJA - TROŠKOVI KONVERZIJE
600;Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, gradilištima, objektima, radnim nalozima i sl.)
601;Vrijednost usluga (u tijeku ili nedovršenih na datum bilance - MRS 2, t. 16.)
602;Vanjska proizvodnja (kooperacija i dr.)
605;Proizvodnja u slobodnoj zoni
606;Proizvodnja u doradi i manipulaciji
607;Obustavljena proizvodnja
608;Proizvodnja u tijeku iz ortaèkog ugovora
609;Vrijednosno usklaðivanje proizvodnje - usluga
61;NEDOVRŠENI PROIZVODI I POLUPROIZVODI
610;Zalihe poluproizvoda (analitika prema osnovnim skupinama ili po stupnju dovršenosti)
611;Nedovršeni proizvodi i poluproizvodi (analitika po vrstama proizvoda)
619;Vrijednosno usklaðivanje nedovršenih proizvoda i poluproizvoda
62;BIOLOŠKA IMOVINA
620;Zalihe biološke proizvodnje u toku
621;Biloška imovina za prodaju
629;Vrijednosno usklaðivanje biloške imovine
63;ZALIHE GOTOVIH PROIZVODA
630;Gotovi proizvodi na skladištu (razrada za svako skladište a unutar toga po skupinama, tipovima, vrstama i sl.)
631;Gotovi proizvodi u javnom skladištu, silosu, i dr.
632;Gotovi proizvodi dani u komisijsku prodaju
633;Gotovi proizvodi dani u konsignacijsku prodaju
634;Gotovi proizvodi u doradi, obradi i manipulaciji
635;Gotovi proizvodi u slobodnoj zoni
636;Zalihe nekurentnih proizvoda i otpadaka
637;Gotovi proizvodi u izložbenim prostorima
638;Gotovi proizvodi iz ortaštava
639;Vrijednosno usklaðivanje zaliha gotovih proizvoda
64;GOTOVI PROIZVODI U VLASTITIM PRODAVAONICAMA
640;Gotovi proizvodi u prodaji u vlastitim prodavaonicama (analitika po prodavaonicama)
641;Uraèunani PDV u vrijednosti proizvoda
642;Uraèunani porez na luksuz
648;Uraèunana marža u prodajnoj cijeni gotovih proizvoda
649;Vrijednosno usklaðivanje gotovih proizvoda u prodavaonicama
65;OBRAÈUN TROŠKOVA NABAVE ROBE - TROŠKOVI KUPNJE
650;Kupovna cijena robe od dobavljaèa
651;Ostali troškovi nabave u svezi s dovoðenjem robe na zalihu
6510;Troškovi transporta
6511;Troškovi ukrcaja i iskrcaja (fakturirani)
6512;Transportno osiguranje
6513;Troškovi posebnog pakiranja - ambalaže
6514;Troškovi vlastitog transporta (ne više od tarife javnog prijevoza) dovoðenja robe na prodajnu lokaciju
6515;Troškovi oblikovanja za posebne kupce
6516;Troškovi èuvanja i rukovanja (u fazi nabave)
6517;Špediterski i bankarski troškovi
6518;Nadoknada uvozniku za uslugu uvoza
6519;Ostali troškovi kupnje (pregledi, atesti i dr. troškovi u svezi s dovoðenjem robe na zalihu - HSFI 10 i MRS 2)
652;Carina i druge uvozne pristojbe za robu
653;Posebni porezi (trošarine)
659;Obraèun nabave - trošak kupnje
66;ROBA
660;Roba u skladištu
6600;Roba u vlastitom veleprodajnom skladištu (analitika po skladištima)
6601;Zaliha otpadaka od robe
661;Roba u tuðem skladištu i izlozima
6610;Roba u tuðem skladištu
6611;Roba u tuðim silosima, hladnjaèama i sl.
6612;Roba u izložbenim prostorima
662;Roba dana u komisijsku ili konsignacijsku prodaju
663;Roba u prodavaonicama
6630;Roba u prodavaonici (po prodajnoj cijeni -analitika po prodavaonicama), ili
66300;Roba u prodavaonici A s PDV-om 23%
66301;Roba u prodavaonici A s PDV-om 10%
66302;Roba u prodavaonici A s PDV-om 0%, itd.
664;Uraèunani porezi u robi
6640;Uraèunani PDV (analitika po prodajnim mjestima i poreznim stopama)
6641;Uraèunani porez na luksuz
665;Roba u carinskom skladištu "D" ili u slobodnoj zoni
6650;Vlastita roba u carinskom skladištu tipa "D"
6651;Roba u slobodnoj zoni
666;Roba u doradi, obradi i manipulaciji
6660;Vrijednost robe u doradi
6661;Troškovi u svezi s doradom
667;Roba na putu
668;Uraèunana razlika u cijeni robe
6680;Razlika u cijeni robe na skladištu (analitièki po skupinama robe s istom maržom)
6681;Uraèunana marža robe u prodavaonici
669;Vrijednosno usklaðivanje zaliha robe
6690;Vrijednosno usklaðenje zbog pada cijena, smanjenja uporabljivosti i sl.
6691;Prepravljene cijene robe zbog monetarnih oscilacija
67;PREDUJMOVI ZA NABAVU ROBE
670;Dani predujmovi za nabavu robe
671;Dani predujmovi uvozniku za nabavu robe
672;Dani predujmovi za robu povezanom društvu
679;Vrijednosno usklaðenje danih predujmova za robu
68;NEKRETNINE I UMJETNINE ZA TRGOVANJE
680;Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)
681;Troškovi dodatnog ureðenja - dorade
682;Umjetnine u prodaji
683;Nekretnine za prodaju (ureðene)
684;Uraèunani PDV u umjetnine
687;Predujmovi za kupnju nekretnina radi daljnje prodaje
688;Uraèunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju
689;Vrijednosno usklaðivanje nekretnina i umjetnina u prometu i predujmova
69;DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI
690;Nematerijalna imovina namijenjena prodaji
691;Materijalna imovina namijenjena za prodaju
6910;Skupina imovine za prodaju (npr. pogon, poslov. jedinica i sl. )
699;Vrijednosno usklaðenje dugotrajne imovine namijenjena prodaji
7;POKRIÆE RASHODA I PRIHODI RAZDOBLJA
70;TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA
700;Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)
701;Troškovi realiziranih usluga (490 i 601)
702;Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)
703;Troškovi prodanih zaliha materijala i otpadaka (31, 32, 35 i 36)
7030;Troškovi nabavne vrijednosti materijala, dijelova, inventara i otpadaka
7031;Troškovi manjkova materijala, dijelova i inventara kojom se tereti odgovorna osoba
704;Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)
7040;Dopušteni manjkovi - tehnološki kalo, rastep, kvar i lom i škart u proizvodnji (sa skupina 60, 62, 63 i 64) - porezno priznati
7041;Prekomjerni manjkovi - tehnološki kalo, rastep, kvar, lom i škart u proizvodnji (60, 62, 63 i 64 - HSFI t. 10.21. i MRS 2, t. 14.) a porezno dopušteni po oèevidu i sl. - porezno priznati
7042;Prekomjerni manjkovi proizvoda (HSFI t. 10.2. i MRS 2, t. 16.) - porezno nepriznati
7043;Razlika višeg troška proizvodnje od neto-vrijednosti koja se može realizirati (HSFI t. 10.35. i MRS 2, t. 28. do 33.)
7044;Troškovi isporuèenih proizvoda u jamstvenom roku (zamjena)
705;Greškom neiskazani rashodi proteklih razdoblja
706;Gubitci iz ugovora o izgradnj (MRS 11, t. 36.)
707;Troškovi iz ugovora o ortaštvu
708;Troškovi vrijednosnog usklaðenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)
71;TROŠKOVI PRODANE ROBE
710;Nabavna vrijednost prodane robe
7100;Trošak prodane robe u tuzemstvu
7101;Trošak prodane robe u inozemstvu
7102;Troškovi prodane robe u tranzitu
7103;Trošak prodane robe u poslov. jed.
711;Nabavna vrijednost prodanih nekretnina i umjetnina
712;Troškovi dugotr. imov. namijenjeni prodaji
713;Troškovi kala, rastepa, kvara i loma na robi i otpisi robe
7130;Kalo, rastep, kvar i lom u dopuštenoj visini prema Pravilniku HGK - porezno priznati
7131;Manjkovi uslijed više sile (provalne kraðe, poplava, požar, potres i sl.) - porezno priznati
7132;Manjkovi i otpisi trgovaèke robe po oèevidu PU i sl. - porezno priznati
7133;Prekomjerni kalo, rastep, kvar i lom + PDV - porezno nepriznati
7134;Manjak robe na teret odgovorne osobe
714;Troškovi zamjene robe u jamstvenom roku
715;Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini
718;Troškovi vrijednosnog usklaðenja trgovaèke robe i predujmova (669, 679, 689)
719;Troškovi vrijednosnog usklaðenja dugotrajne imovine namijenjene prodaji (699)
72;TROŠKOVI ADMINISTRACIJE I OSTALI RASHODI
720;Troškovi uprave, prodaje, administracije (491)
721;Ostali poslovni rashodi - nespomenuti
73;IZVANREDNI - OSTALI RASHODI
730;Izvanredni rashodi od prodaje dugotrajne imovine (HSFI t. 8.35.)
731;Izvanredni otpisi od otuðenja imovine koji su nastali neoèekivano i u visokoj vrijednosti (HSFI t. 4.7. i MRS 10. t. 9.)
732;Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine
733;Izvanredni rashodi iz ostalih rijetkih i neobiènih dogaðaja ili transakcija
734;Izvanredne kazne, penali, odštete, naknadno utvrð. obveze i sl.
735;Nerealizirani gubitci
737;Gubitci od procjene biološke imovine
74;UDIO U GUBITKU I DOBITKU PRIDRUŽENIH PODUZETNIKA
740;Udio u gubitku pridruženih poduzetnika
7400;Udio u gubitku povezanih društava
7401;Udio u gubitku ortaka
745;Udio u dobitku od pridruženih poduzetnika
7450;Udio u dobitku povezanih društava
7451;Udio u dobitku ortaštva
75;PRIHODI OD PRODAJE PROIZVODA I USLUGA
750;Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)
7500;Prihodi od prodaje proizvoda od redovne prodaje
7501;Prihodi od prodaje proizvoda na kredit ili otplatu
7502;Prihodi ostvareni u slobodnoj zoni
7503;Prodaja u vlastitim prodavaonicama
7504;Prihodi od prodaje stanova i dr. graðevina
7505;Prihodi od prodaje poluproizvoda i nedovršenih proizvoda
7506;Prihodi ostvareni u posl. jed. na podruèju posebne držav. skrbi i u Vukovaru
7507;Prihod od povratne naknade za ambalažu (bez PDV-a)
7508;Prihod od prodaje otpadaka iz proizvodnje
7509;Prihodi od prodaje poluproizvoda i nedovršenih proizvoda
751;Prihodi od prodaje usluga
7510;Prihodi od servisnih usluga, usluga popravaka i sl. usluga
7511;Prihodi od restorana i gostionica
7512;Prihodi od hotela i noæenja
7513;Prihodi od knjigovodstvenih, usluga poreznog savjetovanja, revizorskih, konzultantskih i dr. usluga
7514;Prihodi od usluga prijevoza
7515;Prihodi od komunalnih usluga
7516;Prihodi od promidžbenih usluga
7517;Prihodi od usluga zaštite i istraživanja
7518;Prihodi od programskih usluga
7519;Prihodi od prodaje ostalih usluga
752;Prihodi od graditeljskih usluga - iz ugovora o izgradnji (graðevina, postrojenja, brodova i sl.)
753;Prihodi od prodaje dobara u inozemstvo (moguæa analitika po vrstama proizvoda i zemljama)
754;Prihodi od prodaje usluga u inozemstvo (moguæa analitika po vrstama usluga i zemljama kupcima)
7540;Prihodi iz meðunarodne plovidbe brodovima (èl. 26., st. 10. ZoPD)
7541;Prihodi od internetskih usluga za inozemstvo
7542;Prihodi od poslovnih jedinica u inozemstvu
7543;Prihodi od prodaje turistièkih usluga u inozem.
755;Prihodi od prodaje proizvoda i usluga poduzetnicima u kojima postoje sudjelujuæi interesi (do 20% udjela)
756;Prihodi od prodaje proizvoda i usluga ovisnim društvima (analitika po društvima)
757;Prihodi od najmova i zakupa
758;Prihodi iz ortaštva
759;Ostali prihodi od prodaje uèinaka
76;PRIHODI OD PRODAJE TRGOVAÈKE ROBE
760;Prihodi od prodaje robe
7600;Prihodi od prodaje robe na veliko (analitika po prodajnim mjestima)
7601;Prihodi od prodaje uvezene robe na veliko
7602;Prihodi od prodaje robe u tranzitu
7603;Prihodi od prodaje robe na malo (analitika po prodav.)
7604;Prihodi od prodaje robe u povezanim društvima
7605;Prihodi od prodaje robe dane u komisiju ili konsignaciju
7606;Prihodi od prodaje u poslov. jed. na podruèju posebne držav. skrbi i Vukovaru
7607;Prihodi od povratne naknade za ambalažu (bez PDV-a)
7608;Prihodi od prometa nekretnina
761;Prihodi od prodaje robe na inozemnom tržištu
762;Prihodi od trgovaèkih usluga
7620;Prihodi od provizija
7621;Prihodi od franšiza i robnih znakova
7622;Prihodi od usluge posredovanja
7623;Prihodi od davanja mišljenja
763;Prihodi od prodaje nekurentne robe (robe u kvaru, ošte-æenju, demodirana i sl.)
764;Prihodi od prodaje robe na kredit
7640;Prihodi od prodaje robe na robni kredit
7641;Prihodi od prodaje robe na potrošaèki kredit
765;Prihodi od prodaje robe poduzetnicima u kojima postoje sudjelujuæi interesi (do 20% udjela)
766;Prihodi od prodaje robe ovisnim društvima
767;Prihodi od dane (prodane) robe u financijski lizing (najam)
768;Prihodi od preprodaje nekretnina i umjetnina
769;Ostali prihodi od prodaje roba i trgovaèkih usluga
7690;Prihodi od prikupljanja ambalaže
7691;Prihodi od zbrinjavanja otpada
7692;Prihodi od prodaje korisnog otpada
77;FINANCIJSKI PRIHODI
770;Kamate, teèajne razlike, dividende i sl. prihodi iz odnosa s povezanim poduzetnicima
7700;Prihodi od kamata od povezanih poduzetnika
7701;Prihodi od teèajnih razlika od povez. poduzet.
7702;Prihodi od dividende (dobitka) iz udjela u povezanim poduzetnicima
7703;Prihodi od valutne (indeksne) klauzule iz odnosa s povezanim poduzetnicima
7704;Ostali financijski prihodi od povezanih poduzet
7705;Ostali financijski prihodi od povez. poduzetnika
7706;Dobitci od prodaje udjela i dionica od povezanih poduzetnika
771;Prihodi od kamata
7710;Prihodi od redovnih kamata
7711;Prihodi od zateznih kamata
7712;Prihodi od kamata iz financijske imovine i dr.
7713;Kamate na depozite i jamèevine
772;Prihodi od teèajnih razlika
7720;Pozitivne teèajne razlike iz tražbina i stanja deviza na raèunu
7721;Pozitivne teèajne razlike iz nižih obveza prema inozemstvu
7722;Prihodi od ostalih teèajnih razlika
773;Prihodi od dividende i dobitaka iz udjela
7730;Prihodi od dividendi
7731;Prihodi od udjela u dobitku u d.o.o. i dr.
774;Ostali financijski prihodi
7740;Prihodi iz udjela u investicijskim i dr. fondovima
7741;Dobitci od prodaje dionica i udjela (s nepovez. društvima) i dr. vrijed. papira
7742;Prihodi od primjene valutne (indeksne) klauzule
7743;Ostali financijski prihodi iz odnosa s nepovezanim poduzetnicima i dr. osobama
7744;Prihodi od prodaje ostale financijske imovine
775;Dio prihoda od pridruženih poduzetnika i sudjelujuæih interesa
7750;Financijski prihodi (dividende, dobitci) iz udjela u društvima do 20%
7751;Prihodi od kamata, teèajnih razlika i dr. fin. prihoda iz odnosa s pridruženim poduzetnicima i od društava u kojima se drži udio do 20%
776;Nerealizirani dobitci (prihodi) od financijske imovine
7760;Prihodi iz procjene fin. imovine namijenjene za trgovanje (HSFI 15. t. 15.52. i MRS 39. t. 55a. i dr.)
7761;Dobitci iz promjene fer vrijednosti ulaganja u nekretnine (HSFI 7. i MRS 40)
7762;Dobitci iz promjene vrijednosti ostale imovine
777;Prihodi negativnog goodwilla
778;Ostali financijski prihodi
7780;Prihodi iz burzovnih transakcija
7781;Prihodi iz faktoringa i sl.
7782;Prihodi od neplaæenih obveza - davanja (za šume, poreze, èlanarine, naknade i dr.)
7783;Prihodi iz fin. leasinga
7784;Prihodi od naplate životnog osiguranja
78;OSTALI POSLOVNI I IZVANREDNI PRIHODI
780;Prihodi od otpisa obveza i popusta
7800;Otpisi obveza prema dobavljaèima, obveza za primljene predujmove i sl.
7801;Otpis obveza prema kreditorima
7802;Otpis obveza prema zaposlenicima
7803;Prihodi od zastare obveza
7805;Otpis ostalih obveza
7807;Prihodi od naknadnih odobrenja - sniženja i popusta od dobavljaèa i dr.
781;Prihodi od rezidualnih imovinskih stavki, viškova i procjena
7810;Prihodi od prodaje otpisanih i rashodovanih sredstava rada (alata, opreme i sl.)
7811;Prihodi od prodaje dugotrajne materijalne imovine (iz uporabe)
7812;Prihodi od prodaje dugotr. nemater. imovine (trgov. znak, patent i dr.) - iz uporabe
7813;Prihodi od ranije otpisanih zaliha po novoj procjeni (HSFI t. 10.38. i MRS 2, t. 33.)
7814;Inventurni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine
7815;Viškovi u blagajni (novac, vrijed. papiri i dr.)
7816;Viškovi iz neidentificiranih novèanih doznaka u tekuæem poslovanju
7817;Prihodi od prodaje viškova zaliha i dr. kratkotrajne i dugotrajne imovine
7818;Prihodi od procjene prometa (utrška) po nalazu poreznog nadzora
7819;Prihodi od ostalih primitaka bez nadoknade
782;Prihodi od ukidanja rezerviranja i naknadno naplaæeni prihodi
7820;Prihodovanje dugoroènih rezerviranja
7821;Naknadno utvrðeni prihodi
7822;Ukidanje pasiv. vrem. razgranièenja
7824;Prihodi od ukidanja troškova od kojih se odustalo
7825;Prihodi od naknadno naplaæenih jamstava - garancija
7826;Prihodi od naknadno naplaæenih potraživanja iz prethodnih godina
7827;Prihodi od naplate iz ugovora po naknadnim priznanjima iz prošlih godina
7828;Prihodi od naknadno naplaæenih reklamacija
7829;Prihodi od zaprimanja dobara koja su prodana u prethodnom obraè. razdoblju
783;Prihodi od refundac., dotacija, subvencija i nadoknada
7830;Prihodi od refundacije za rad radnika
7831;Prihodi od naknada šteta iz tekuæeg poslovanja
7832;Prihodi od subvencija
7833;Prihodi od dotacija i pomoæi
7834;Prihodi s osnove basplatnog primitka opreme, nekretnina, zaliha i potraživanja
7835;Prihodi od naknada za jamstva
7836;Prihodi od prefakturiranih troškova (npr. komunalnih, premija osiguranja i dr.)
7837;Prihodi za pokriæe gubitka
7838;Prihodi za manjkove od odgovornih osoba
7839;Prihodi od ostalih nadoknada iz poslovanja
784;Prihodi od revalorizacije - procjene
7840;Prihodi od revalorizacije
7841;Prihodi od revalorizacije s temelja vrijednosnog usklaðenja
7842;Prihodi od ukidanja gubitka (MRS 36)
7843;Prihodi od procjene zaliha i dr. imovine
7844;Prihodi od procjene ostale imovine
785;Ostali poslovni prihodi
7850;Prihodi s osnove povrata poreza na promet
7851;Prihodi od ugovorenih i naplaæenih penala zbog neizvršenja roka u isporuci
7852;Prihodi od nagrada za proizvod, uslugu, oblik i sl.
7853;Prihodi od (nevraæenih) kaucija i depozita
7854;Prihodi od kapara, odustatnina i sl.
7855;Prihodi od vraæenih premija osiguranja
7856;Prihodi od financijskog inženjeringa (npr. projektiranje, financiranje i izgr. objekata, kupnja i prodaja poduzeæa i sl.) i provizija
7857;Prihodi od prodaje prava (patenata, licencija, koncesija, rente, imena, znaka i sl.)
7858;Prihodi od naplate šteta uništene imovine (požarom, poplavom i dr. višom silom)
7859;Prihodi od naplate šteta po sudskim procesima (npr. zbog oduzete imovine, zlouporabe znaka, imena, prava i dr.)
786;Prihodi od državnih potpora (HSFI 15 i MRS 20)
7860;Prihodi od državnih potpora za pokriæe troškova
7861;Prihodi od državnih potpora za investicije (sredstva)
7862;Prihodi od državnih potpora za ostale odreðene namjene
787;Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI, 17. t. 17.12 i MRS 41)
7870;Dobitci od prirasta biološke imovine
7871;Dobitci od procjene biološke imovine
7872;Dobitci od procjene poljoprivrednih proizvoda
788;Prihodi od izvanredne prodaje znaèajnog dijela imovine (zgrade, pogona, zemljišta)
7880;Prihodi od dugotr. materijalne imovine namijenjene prodaji
789;Izvanredni - nepredviðeni prihodi (npr. veliki besplatni primitak, prihod koji nije proizašao iz redovitog poslovanja)
7890;Prihod od izvansudskih nagodbi
7899;Ostali nepredviðeni prihodi
79;RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE
790;Razlika prihoda i rashoda (iz cjelokupnog poslovanja)
8;FINANCIJSKI REZULTAT POSLOVANJA I OSTALI SVEOBUHVATNI DOBITAK
80;DOBITAK ILI GUBITAK RAZDOBLJA
800;Dobitak prije oporezivanja
801;Gubitak prije oporezivanja
803;Porez na dobitak (gubitak)
804;Dobitak ili gubitak razdoblja
8040;Dobitak razdoblja (poslije poreza)
8041;Gubitak razdoblja
81;DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA
810;Dobitak pripisan imateljima kapitala matice
811;Gubitak koji tereti imatelje kapitala matice
813;Dobitak pripisan manjinskom interesu
814;Gubitak koji tereti manjinski interes
88;OSTALI SVEOBUHVATNI DOBITAK
880;Teèajne razlike iz preraèuna inozemnog poslovanja
881;Promjene revalorizacijskih rezervi dugotrajen materijalne i nematerijalne imovine
882;Dobitak ili gubitak s osnove ponovnog vrednovanja financijske imovine raspoložive za prodaju
883;Dobitak ili gubitak s osnove uèinkovite zaštite novèanog toka
884;Dobitak ili gubitak s osnove uèinkovite zaštite neto ulaganja u inozemstvu
885;Udio u ostalom sveobuhvatnom dobitku/gubitku pridruženih poduzetnika
886;Aktuarski dobitci/gubitci po planovima definiranih primanja
887;Porez na ostali sveobuhvatni dobitak razdoblja
89;OSTALI ÈISTI DOBITAK
890;Neto ostali sveobuhvatni dobitak/gubitak razdoblja
891;Sveobuhvatni dobitak/gubitak razdoblja
892;Sveobuhvatna dobitak ili gubitak razdoblja
8920;Pripisan imateljima kapitala matice
8921;Pripisan manjinskom interesu
9;KAPITAL I PRIÈUVE TE IZVANBILANÈNI ZAPISI
90;TEMELJNI - (UPISANI) KAPITAL
900;Upisani temeljni kapital koji je plaæen
9000;Upisani temeljni kapital èlanova d.o.o. (analitika po èlanovima)
9001;Temeljni dionièki kapital (obiène dionice)
9002;Temeljni dionièki kapital (povlaštene dionice)
901;Upisani temeljni kapital manjinskih èlanova
902;Upisani kapital koji nije plaæen
9020;Upisani temeljni kapital koji je pozvan za uplatu (analitika po upisnicima)
903;Kapital (ulozi) èlanova javnog trgovaèkog društva
904;Kapital (ulozi) komanditora komanditnog društva
905;Državni kapital u udjelima
906;Kapital èlanova zadruge
91;KAPITALNE PRIÈUVE
910;Uplaæeni udjeli - dionice iznad svote temeljnog kapitala
911;Kapitalne prièuve iz dodatnih uplata radi stjecanja posebnih prava u društvu (ili zamjenjivih obveznica)
912;Kapitalne prièuve iz uplata dodatnih èinidbi
913;Kapitalne prièuve iz ostatka pri smanjenju temeljnog kapitala
914;Kapitalne prièuve iz drugih izvora
915;Kapitalni dobitak iz prodaje vlastitih udjela - dionica
916;Kapitalni dobitak na prodane emitirane dionice
917;Kapitalne prièuve iz ulaganja tajnog èlana društva (èl. 148. ZTD-a)
919;Kapital iz ulaganja obrtnika dobitaša
92;PRIÈUVE IZ DOBITKA
920;Zakonske prièuve (u d.d.)
9200;Prièuve prema ZTD
9201;Prièuve za poveæanje temeljnog kapitala
9202;Prièuve za pokriæe gubitka
921;Prièuve za vlastite dionice i udjele (èl. 233. i 406.a ZTD-a)
9210;Prièuve za opcijske dionice za zaposlenike
9211;Prièuve za otkupljene dionice radi obešteæenja dionièara
9212;Prièuve za otkup dionica da bi se sprijeèila šteta i dr.
9213;Prièuve za vlastite (trezorske) dionice i udjele
922;Vlastite dionice i udjeli (odbitna- dugovna stavka)
9220;Otkupljene vlastite dionice
9221;Otkupljeni vlastiti udjeli
9222;Vlastite dionice za opcijsku namjenu
923;Statutarne prièuve
9230;Prièuve za održavanje financijske stabilnosti društva, za razvojne aktivnosti i sl.
9231;Prièuve za restrukturiranje
9232;Prièuve radi održavanja boniteta strukture izvora financiranja
924;Ostale prièuve
9240;Prièuve za pokriæe gubitka u poslovanju
9241;Prièuve za nagrade i sl.
9242;Slobodne prièuve iz nerasporeðenog dobitka
9243;Prièuve za nerealizirane dobitke iz udjela
93;REVALORIZACIJSKE PRIÈUVE
930;Revalorizacijske prièuve
9300;Revalorizacijske prièuve iz procjene dugotrajne nematerijalne i materijalne imovine (HSFI t. 6.36. i MRS 16, t. 39. i MRS 38, t. 85.) (analitika prema revaloriziranim imovinskim stavkama)
9301;Prièuve iz revalorizacije financijske imovine
9303;Ostale revalorizacijske prièuve
931;Revalorizacijske prièuve ranijih godina
9310;Revalorizacijske prièuve iz razdoblja od 2001. do 2004.
9311;Revalorizacijske prièuve nastale do kraja 2000.
932;Prièuve iz teèajnih razlika od ulaganja u inozemno poslovanje (MRS 21. t. 39.)
933;Dobitci/gubitci od udjela u kapitalu do prestanka priznavanja (MRS 1. t. 95. i MRS 39. 55.b)
934;Dobitci/gubitci iz zaštite novèanog toka do reklasifikacije (MRS 1. t. 95. i MRS 39. t. 100.)
935;Ostali akumulirani sveobuhvatni dobitci/gubitci - prièuve (MRS 1. t. 96.)
94;ZADRŽANI DOBITAK ILI PRENESENI GUBITAK
940;Zadržani dobitak (iz prethodnih godina)
9400;Zadržani dobitci ostvareni do kraja 2000.
94000;Zadržani dobitak èlanova društva (analitika po èlanovima)
94001;Zadržani dobitak - neisplaæena dividenda
94002;Zadržani dobitak koji se izuzima od isplate (npr. za investicije u imovinu)
94003;Zadržani dobitak koji èeka raspored
94004;Zadržani dobitak za privatne troškove èlanova društva
94005;Zadržani dobitak za manjinske èlanove društva
94006;Zadržani dobitak tajnog èlana društva
9401;Zadržani dobitak iz 2001. do 2004.
94010;Zadržani dobitak èlanova društva (analitika po èlanovima)
94011;Zadržani dobitak - neispl. dividende
94012;Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)
94013;Nerasporeðeni zadržani dobitak
9402;Zadržani dobitak od 2005. i poslije
94020;Zadržani dobitak èlanova društva (analitika po èlanovima)
94021;Zadržani dobitak - neispl. dividenda
94022;Zadržani dobitak izuzet od isplate (npr. za investicije u imovinu)
94023;Nerasporeðeni zadržani dobitak
9403;Zadržani dobitak oblikovan iz realizirane rev. prièuve
9404;Zadržani dobitak po prijedlogu uprave i N.O.
9405;Zadržani dobitak iz negativnog goodwilla
941;Preneseni gubitak (kumuliran u prethodnim godinama - analitika po èlanovima)
9410;Preneseni gubitak (iz godine 200_.)
9411;Preneseni gubitak (iz godine 201_.)
9417;Gubitak (dio) koji je iznad kapitala
95;DOBITAK ILI GUBITAK POSLOVNE GODINE
950;Dobitak poslovne godine
9500;Dobitak financijske godine (nerasporeðen)
9501;Dobitak za isplate i izuzimanja u tijeku godine (analitika po èlanovima)
9502;Dobitak - dividenda financijske godine (analitika prema èlanovima društva - dionièarima)
9504;Dobitak koji se privremeno ne isplaæuje po prijedlogu uprave i N.O.
9505;Dobitak za manjinske èlanove društva
9506;Dobitak za tajnog èlana društva
9507;Dobitak za nagrade zaposlenicima
9509;Dobitak iz privremenih razlika
951;Gubitak poslovne godine (analitika po èlanovima)
9510;Gubitak koji se pokriva
9511;Nepokriveni gubitak
9512;Gubitak iz privremenih razlika
96;MANJINSKI INTERES
960;Manjinski interes
9600;Kapital manjinskog društva (ovaj raèun privremeno se rabi u postupku konsolidacije društva kao dio kapitala koji nije pod kontrolom matice)
99;IZVANBILANÈNI ZAPISI
990;Imovina - materijalna u optjecaju
9900;Primljena roba u komisiju i konsignaciju (tuða)
9901;Materijal i roba u doradi (tuða)
9902;Pozajmica strojeva i alata
9903;Zaštitna odjeæa i obuæa na korištenju
9904;Roba u skladištu (tuða)
9905;Ambalaža na korištenju (tuða)
9906;Vlasništvo ortaèke zajednice
9907;Materijali za doradne - lohn-poslove
9908;Roba u izvozu
9909;Zgrade i zemljišta u zakupu
991;Prava
9910;Prava na korištenja
9911;Krediti ugovoreni
9912;Hipoteka na tuðoj imovini
9913;Materijalna prava
9914;Prava po loro akreditivima (domaæi partneri)
9915;Prava po loro akreditivima (inozemni partneri)
9916;Prava na ratne reparacije i štete od oduzete imovine
992;Vrijednosni papiri
9920;Primljeni èekovi, mjenice za osiguranje otplate anuiteta za dobivene robne i financijske kredite
9921;Primljena jamstva vjerovnika kao instrumenata plaæanja
9922;Primljene zadužnice
9923;Ostali vrijednosni papiri koji nisu stavljeni u optjecaj
9924;Izdane zadužnice
9925;Izdane mjenice
9926;Korištene garancije u tijeku
9927;Tražbine od kupaca iz zastupnièke prodaje
993;Vrijednosnice u manipulaciji
9930;Obveznice i druge vrijednosti na skladištu (blagajni)
9931;Vrijednosni papiri na èuvanju (obveznice, dionice)
9932;Blokovi ulaznica
9933;Prodajna mjesta za izdane obveznice
994;Obraèun dobitka investicijskog pothvata
9940;Investicija - ulaganje - rashodi
9941;Prihod - priljev
9942;Dobitak
